場所,年月日,所属,曜日,馬名,Ｃ,性別,年齢,調教師,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1,馬番/仮番(出馬表モード時のみ)
栗東,20260827,栗東,木,フリッカージャブ,Ｎ,牡,4,西園翔太,50.8,36.5,23.8,12.1,14.3,12.7,11.7,12.1,
栗東,20260830,栗東,日,フリッカージャブ,Ｎ,牡,4,西園翔太,58.6,42.2,27.1,12.4,16.4,15.1,14.7,12.4,
栗東,20260902,栗東,水,フリッカージャブ,Ｎ,牡,4,西園翔太,54.0,38.7,24.8,12.2,15.3,13.9,12.6,12.2,
美浦,20260826,美浦,水,ブリックアブラック,,牡,3,高木登,54.7,39.4,25.6,12.7,15.3,13.8,12.9,12.7,
美浦,20260902,美浦,水,プリンシパルギフト,,牡,2,和田正一,53.8,39.2,25.2,12.4,14.6,14.0,12.8,12.4,
栗東,20260902,栗東,水,フルドフォルク,,牡,3,庄野靖志,55.7,40.7,26.1,12.8,15.0,14.6,13.3,12.8,
栗東,20260827,栗東,木,プロトポロス,,牡,6,西村真幸,62.5,44.1,27.7,13.1,18.4,16.4,14.6,13.1,
栗東,20260902,栗東,水,ベイリークロア,,牡,4,大久保龍,54.1,38.8,25.1,12.6,15.3,13.7,12.5,12.6,
栗東,20260830,栗東,日,ペコリズム,Ｃ,牝,3,森田直行,54.7,39.2,25.3,12.6,15.5,13.9,12.7,12.6,
栗東,20260902,栗東,水,ペコリズム,Ｃ,牝,3,森田直行,53.7,39.4,25.8,13.0,14.3,13.6,12.8,13.0,
栗東,20260830,栗東,日,ベネサルート,,牡,3,渡辺薫彦,55.6,40.1,25.8,12.7,15.5,14.3,13.1,12.7,
栗東,20260902,栗東,水,ペプチドアロン,,牡,3,小椋研介,55.6,40.1,25.6,12.6,15.5,14.5,13.0,12.6,
美浦,20260830,美浦,日,ホウオウショコラ,,牝,4,大竹正博,56.7,41.1,26.0,12.7,15.6,15.1,13.3,12.7,
美浦,20260902,美浦,水,ホウオウショコラ,,牝,4,大竹正博,54.3,39.6,25.4,11.9,14.7,14.2,13.5,11.9,
美浦,20260826,美浦,水,ホープエトワール,,牡,4,天間昭一,54.9,39.8,25.8,12.7,15.1,14.0,13.1,12.7,
美浦,20260902,美浦,水,ホープエトワール,,牡,4,天間昭一,55.1,40.5,26.4,12.7,14.6,14.1,13.7,12.7,
栗東,20260902,栗東,水,ポッドドンナー,,牡,4,辻野泰之,54.9,40.5,25.9,12.3,14.4,14.6,13.6,12.3,
栗東,20260826,栗東,水,ボディブロー,Ｍ,牡,5,森秀行,53.4,38.7,25.1,12.4,14.7,13.6,12.7,12.4,
栗東,20260830,栗東,日,ボディブロー,Ｍ,牡,5,森秀行,52.2,38.2,24.8,12.6,14.0,13.4,12.2,12.6,
栗東,20260903,栗東,木,ボディブロー,Ｍ,牡,5,森秀行,52.6,37.5,24.7,12.5,15.1,12.8,12.2,12.5,
美浦,20260826,美浦,水,ボニープリンス,,牡,3,大竹正博,55.6,40.3,25.8,12.2,15.3,14.5,13.6,12.2,
美浦,20260902,美浦,水,ボニープリンス,,牡,3,大竹正博,55.8,40.3,25.5,12.3,15.5,14.8,13.2,12.3,
栗東,20260902,栗東,水,マイコンチェルト,,牡,3,大久保龍,52.8,38.2,25.1,12.6,14.6,13.1,12.5,12.6,
美浦,20260826,美浦,水,マイネルトレマーズ,,牡,3,手塚貴久,55.8,40.0,26.2,12.7,15.8,13.8,13.5,12.7,
美浦,20260902,美浦,水,マイネルユーゲント,,牡,3,加藤士津,51.8,37.8,25.0,12.8,14.0,12.8,12.2,12.8,
栗東,20260828,栗東,金,マイベスティー,,牡,3,高橋亮,56.5,40.2,25.4,12.9,16.3,14.8,12.5,12.9,
栗東,20260826,栗東,水,マゲバスピード,Ｚ,牡,3,藤原英昭,54.3,38.7,24.7,12.2,15.6,14.0,12.5,12.2,
栗東,20260830,栗東,日,マゲバスピード,Ｚ,牡,3,藤原英昭,58.3,42.7,27.0,13.0,15.6,15.7,14.0,13.0,
栗東,20260902,栗東,水,マゲバスピード,Ｚ,牡,3,藤原英昭,54.2,38.5,24.6,12.0,15.7,13.9,12.6,12.0,
美浦,20260902,美浦,水,マックアルイーン,,牡,4,秋本大介,53.8,38.6,25.3,12.8,15.2,13.3,12.5,12.8,
栗東,20260827,栗東,木,マッセート,,牝,2,佐藤悠太,55.6,39.8,25.7,12.5,15.8,14.1,13.2,12.5,
栗東,20260830,栗東,日,ママコチャ,,牝,7,池江泰寿,59.6,42.8,27.3,13.1,16.8,15.5,14.2,13.1,
栗東,20260902,栗東,水,ママコチャ,,牝,7,池江泰寿,55.4,39.2,25.3,12.5,16.2,13.9,12.8,12.5,
栗東,20260902,栗東,水,ミスジェイド,,牝,3,杉山佳明,53.4,39.2,25.4,13.0,14.2,13.8,12.4,13.0,
栗東,20260830,栗東,日,ミッキーギャラン,,牡,3,前川恭子,57.9,42.9,27.4,13.2,15.0,15.5,14.2,13.2,
栗東,20260902,栗東,水,ミッキーギャラン,,牡,3,前川恭子,52.6,38.5,26.4,13.7,14.1,12.1,12.7,13.7,
栗東,20260826,栗東,水,ミティリーニ,,牝,3,高野友和,54.1,39.7,26.4,12.7,14.4,13.3,13.7,12.7,
栗東,20260830,栗東,日,ミティリーニ,,牝,3,高野友和,57.5,41.2,26.1,12.5,16.3,15.1,13.6,12.5,
栗東,20260902,栗東,水,ミティリーニ,,牝,3,高野友和,56.0,40.6,25.8,12.3,15.4,14.8,13.5,12.3,
栗東,20260828,栗東,金,ミルミナーヴァ,,牝,5,橋田宜長,56.2,41.3,26.8,13.0,14.9,14.5,13.8,13.0,
栗東,20260902,栗東,水,ミルミナーヴァ,,牝,5,橋田宜長,56.1,40.2,25.5,12.3,15.9,14.7,13.2,12.3,
栗東,20260903,栗東,木,ムービーマジック,,牡,2,牧田和弥,54.5,39.7,25.8,12.6,14.8,13.9,13.2,12.6,
栗東,20260902,栗東,水,ムーンライトラガー,,牝,4,大久保龍,54.4,39.6,25.7,12.5,14.8,13.9,13.2,12.5,
栗東,20260830,栗東,日,メイショウピース,,牝,6,高橋亮,57.2,41.9,27.1,13.3,15.3,14.8,13.8,13.3,
栗東,20260826,栗東,水,メイショウピュルテ,,牝,3,笹田和秀,56.1,41.0,25.4,12.1,15.1,15.6,13.3,12.1,
栗東,20260902,栗東,水,メイショウピュルテ,,牝,3,笹田和秀,53.9,39.5,26.0,13.1,14.4,13.5,12.9,13.1,
栗東,20260830,栗東,日,メイショウヤーキス,,牡,5,飯田祐史,63.7,44.4,27.7,13.1,19.3,16.7,14.6,13.1,
栗東,20260902,栗東,水,メイショウヤーキス,,牡,5,飯田祐史,56.8,40.3,25.5,12.3,16.5,14.8,13.2,12.3,
美浦,20260830,美浦,日,メイショウヨゾラ,Ｃ,牝,5,高柳瑞樹,54.9,39.2,25.2,12.3,15.7,14.0,12.9,12.3,
美浦,20260830,美浦,日,メイプルカモーン,Ｃ,牡,2,中舘英二,53.0,38.1,25.1,12.6,14.9,13.0,12.5,12.6,
美浦,20260902,美浦,水,メーゼ,,牝,3,菊沢隆徳,53.9,39.3,25.8,12.5,14.6,13.5,13.3,12.5,
美浦,20260826,美浦,水,メディチパワー,,牡,3,中川公成,54.2,39.2,25.5,12.2,15.0,13.7,13.3,12.2,
美浦,20260902,美浦,水,メディチパワー,,牡,3,中川公成,53.5,38.5,25.0,12.3,15.0,13.5,12.7,12.3,
美浦,20260827,美浦,木,モヴレクス,,牡,5,金成貴史,56.0,40.3,25.8,12.8,15.7,14.5,13.0,12.8,
美浦,20260902,美浦,水,モヴレクス,,牡,5,金成貴史,54.0,39.0,25.6,12.6,15.0,13.4,13.0,12.6,
美浦,20260826,美浦,水,モーゲンセン,,牡,3,斎藤誠,53.6,39.4,25.3,12.5,14.2,14.1,12.8,12.5,
美浦,20260902,美浦,水,モーゲンセン,,牡,3,斎藤誠,53.4,39.0,25.3,12.2,14.4,13.7,13.1,12.2,
栗東,20260902,栗東,水,モカラマーズ,,牡,4,高柳大輔,52.3,37.8,24.9,12.5,14.5,12.9,12.4,12.5,
栗東,20260826,栗東,水,モズタチアガレ,,牡,4,中尾秀正,54.2,39.0,25.4,13.0,15.2,13.6,12.4,13.0,
栗東,20260902,栗東,水,モンシェリ,,牝,5,牧田和弥,51.9,37.7,24.3,12.2,14.2,13.4,12.1,12.2,
栗東,20260826,栗東,水,ヤマニンアルセド,,牝,2,長谷川浩,55.2,39.8,25.8,12.8,15.4,14.0,13.0,12.8,
栗東,20260902,栗東,水,ヤマニンアルセド,,牝,2,長谷川浩,55.8,41.2,26.6,12.7,14.6,14.6,13.9,12.7,
美浦,20260830,美浦,日,ユイノサダハル,,牡,3,古賀慎明,56.4,40.5,26.0,12.8,15.9,14.5,13.2,12.8,
栗東,20260826,栗東,水,ヨシノイースター,,牡,8,中尾秀正,52.0,37.6,24.2,12.4,14.4,13.4,11.8,12.4,
栗東,20260902,栗東,水,ヨシノイースター,,牡,8,中尾秀正,52.6,38.1,24.2,12.1,14.5,13.9,12.1,12.1,
栗東,20260902,栗東,水,ヨリノレジェンド,,牡,4,奥村豊,57.1,41.5,26.7,12.8,15.6,14.8,13.9,12.8,
栗東,20260830,栗東,日,ライジン,,牡,6,池添学,57.2,41.1,26.7,13.3,16.1,14.4,13.4,13.3,
栗東,20260826,栗東,水,ライツェントライゼ,,牝,3,梅田智之,55.3,39.7,25.7,12.9,15.6,14.0,12.8,12.9,
栗東,20260903,栗東,木,ライツェントライゼ,,牝,3,梅田智之,52.3,37.3,24.5,12.7,15.0,12.8,11.8,12.7,
美浦,20260827,美浦,木,ラエトゥス,,牝,3,斎藤誠,52.8,38.3,24.7,12.1,14.5,13.6,12.6,12.1,
美浦,20260902,美浦,水,ラエトゥス,,牝,3,斎藤誠,52.7,38.4,25.3,12.5,14.3,13.1,12.8,12.5,
栗東,20260826,栗東,水,ラッキーヴォーグ,,牡,3,牧田和弥,56.2,39.7,25.9,12.7,16.5,13.8,13.2,12.7,
栗東,20260827,栗東,木,ランウインディ,,牝,5,中尾秀正,52.2,38.2,24.9,12.6,14.0,13.3,12.3,12.6,
栗東,20260902,栗東,水,ランウインディ,,牝,5,中尾秀正,52.8,38.9,25.4,12.7,13.9,13.5,12.7,12.7,
栗東,20260827,栗東,木,リアライズステラ,,牡,3,須貝尚介,55.1,40.0,26.0,12.9,15.1,14.0,13.1,12.9,
栗東,20260902,栗東,水,リアライズステラ,,牡,3,須貝尚介,54.6,39.0,25.7,12.9,15.6,13.3,12.8,12.9,
栗東,20260830,栗東,日,リアライズルミナス,,牝,3,橋口慎介,56.6,40.6,26.3,13.0,16.0,14.3,13.3,13.0,
栗東,20260902,栗東,水,リアライズルミナス,,牝,3,橋口慎介,52.7,37.9,24.8,12.5,14.8,13.1,12.3,12.5,
栗東,20260830,栗東,日,リガーレ,,牡,4,池江泰寿,58.3,41.9,26.7,12.9,16.4,15.2,13.8,12.9,
栗東,20260902,栗東,水,リガーレ,,牡,4,池江泰寿,54.5,38.9,25.1,12.4,15.6,13.8,12.7,12.4,
栗東,20260902,栗東,水,リスグロワール,,牝,2,矢作芳人,55.1,38.8,24.7,12.4,16.3,14.1,12.3,12.4,
美浦,20260902,美浦,水,リゼクールグレー,,牡,3,高橋文雅,54.3,38.3,24.7,12.3,16.0,13.6,12.4,12.3,
美浦,20260826,美浦,水,ルージュフィーリア,,牝,3,大竹正博,55.3,40.1,25.5,12.6,15.2,14.6,12.9,12.6,
美浦,20260901,美浦,火,ルージュフィーリア,,牝,3,大竹正博,54.9,39.8,25.3,12.0,15.1,14.5,13.3,12.0,
栗東,20260827,栗東,木,ルージュムーサ,,牝,2,安田翔伍,54.9,40.7,27.0,13.9,14.2,13.7,13.1,13.9,
栗東,20260902,栗東,水,ルージュムーサ,,牝,2,安田翔伍,54.6,40.6,27.0,13.6,14.0,13.6,13.4,13.6,
栗東,20260826,栗東,水,ルーフ,,牝,6,清水久詞,55.2,39.8,25.8,13.2,15.4,14.0,12.6,13.2,
栗東,20260829,栗東,土,ルーフ,,牝,6,清水久詞,52.3,37.5,24.3,12.0,14.8,13.2,12.3,12.0,
栗東,20260902,栗東,水,ルーフ,,牝,6,清水久詞,54.5,39.0,25.0,12.1,15.5,14.0,12.9,12.1,
美浦,20260902,美浦,水,ルシアージュ,,牝,3,高柳瑞樹,55.1,40.2,25.6,12.3,14.9,14.6,13.3,12.3,
栗東,20260827,栗東,木,レイディアントサン,,牡,2,安達昭夫,54.6,39.5,25.7,13.1,15.1,13.8,12.6,13.1,
栗東,20260902,栗東,水,レイディアントサン,,牡,2,安達昭夫,53.8,39.1,25.4,12.9,14.7,13.7,12.5,12.9,
栗東,20260827,栗東,木,レイワノキセキ,,牡,3,本田優,55.3,40.2,26.1,13.2,15.1,14.1,12.9,13.2,
美浦,20260826,美浦,水,レヴィテーション,,牝,5,中川公成,55.0,40.1,26.1,12.3,14.9,14.0,13.8,12.3,
栗東,20260902,栗東,水,レッドセドナ,,牡,3,藤原英昭,58.6,41.1,26.6,13.2,17.5,14.5,13.4,13.2,
栗東,20260825,栗東,火,ロードヴィゴラス,,牡,3,四位洋文,58.7,41.9,26.7,12.9,16.8,15.2,13.8,12.9,
栗東,20260830,栗東,日,ロードヴィゴラス,,牡,3,四位洋文,57.5,40.7,26.1,13.0,16.8,14.6,13.1,13.0,
栗東,20260829,栗東,土,ロードレジェロ,,牡,4,藤野健太,53.1,38.6,25.2,12.6,14.5,13.4,12.6,12.6,
栗東,20260902,栗東,水,ロードレジェロ,,牡,4,藤野健太,53.9,39.6,26.1,13.0,14.3,13.5,13.1,13.0,
栗東,20260830,栗東,日,ロールスワン,Ｖ,牡,3,中内田充,55.5,39.5,25.2,12.7,16.0,14.3,12.5,12.7,
美浦,20260826,美浦,水,ロジザボード,,牝,3,古賀慎明,54.2,39.2,25.8,13.0,15.0,13.4,12.8,13.0,
栗東,20260902,栗東,水,ワークソング,,牡,5,牧浦充徳,56.3,42.1,27.0,13.3,14.2,15.1,13.7,13.3,
美浦,20260902,美浦,水,ワイズジュエル,,牝,2,本間忍,52.8,38.8,25.6,12.7,14.0,13.2,12.9,12.7,
