中2,芝,1600,12, ビシット,(美),石栗龍彦,佐藤翔馬,9,,1,10,20,9,21,12,6,12,50,11,,マカヒキ
中4,芝,2000,16, ヒシナスキロ,(美),堀宣行,三浦皇成,2,,4,1,59,2,42,10,124,1,226,3,,コントレイル
阪12,ダ,1200,16, ビスケットアソート,(栗),武英智,ルメール,2,,4,3,39,7,68,2,119,2,197,3,,マインドユアビスケッツ
中2,芝,1600,5, ヒズストーリー,(美),中川公成,小崎綾也,11,,2,5,23,7,40,9,45,10,102,9,,ダノンスマッシュ
中11,ダ,1200,8, ヒルノドゴール,(栗),北出成人,内田博幸,13,,2,8,22,12,50,6,90,6,123,9,,アニマルキングダム
阪12,ダ,1200,13, ヒルノプーリア,(栗),北出成人,秋山稔樹,1,Ｃ,2,9,51,4,48,8,97,6,223,2,,ミスチヴィアスアレックス
阪4,芝,1800,15, ビロングトゥミー,(栗),前川恭子,森田誠也,11,,1,11,14,12,18,15,65,16,177,7,,ジャスタウェイ
中6,ダ,1200,8, ファイアリーボルト,(美),石栗龍彦,菊沢一樹,8,,2,7,19,9,19,10,59,4,119,9,,ディスクリートキャット
阪7,ダ,1400,2, ファイナルコマンド,(栗),東田明士,森田誠也,7,,3,2,9,16,7,16,100,6,123,12,,キタノコマンドール
阪4,芝,1800,9, ファランギーナ,(栗),福永祐一,松若風馬,4,,2,4,36,6,41,10,106,7,226,5,,ラブリーデイ
阪11,芝,2000,1, フィーリウス,(美),手塚貴久,Ｍ．デム,14,,3,5,23,14,22,15,68,12,59,14,,キタサンブラック
中8,芝,2500,14, フォンドルレール,(美),戸田博文,吉田豊,10,,2,4,22,8,48,6,83,10,144,10,,ルヴァンスレーヴ
阪6,ダ,1800,4, プッシュバーン,(栗),羽月友彦,長岡禎仁,4,,2,4,28,5,28,5,63,1,154,3,,エスポワールシチー
阪7,ダ,1400,15, プペアンビスキュイ,(栗),茶木太樹,坂井瑠星,1,,2,5,38,6,71,1,88,11,196,7,,インディチャンプ
中11,ダ,1200,11, ブラウンラチェット,(美),手塚貴久,丸山元気,10,,5,4,36,7,18,13,69,12,57,15,,キズナ
阪5,芝,1600,1, ブラッドバローズ,(栗),杉山晴紀,松若風馬,4,,3,5,35,5,34,5,48,8,144,5,,サートゥルナーリア
阪3,ダ,1800,4, フランベリー,(美),杉浦宏昭,荻野琢真,7,,4,1,22,6,42,6,87,2,138,7,,タニノフランケル
阪10,ダ,1800,8, プリンセッサ,(栗),牧田和弥,鮫島克駿,14,,4,1,43,4,58,4,46,15,62,13,,ナダル
中3,ダ,1200,14, ブルーダイヤシチー,(美),上原博之,上里直汰,11,,2,6,11,14,39,9,80,12,100,12,,エスポワールシチー
阪10,ダ,1800,6, プルートマスター,(栗),今野貞一,松若風馬,9,,4,1,35,9,20,14,70,10,81,11,,ロードカナロア
中5,芝,1600,4, ブルードロップ,(美),田島俊明,戸崎圭太,2,,2,7,39,1,38,1,56,6,144,5,,ロードカナロア
阪10,ダ,1800,14,$ブルーワール,(栗),高柳大輔,田口貫太,15,,2,4,9,15,39,10,65,13,69,12,,Arrogate
中11,ダ,1200,9, ブレーザー,(美),伊坂重信,戸崎圭太,1,,2,8,61,1,71,1,84,10,174,5,,シゲルカガ
阪9,芝,1400,5, プレセピオ,(栗),笹田和秀,浜中俊,9,,2,5,27,9,45,8,73,5,119,8,,パドトロワ
中11,ダ,1200,2, プレゼンティーア,(栗),田中克典,大野拓弥,12,,3,7,30,9,16,15,86,8,109,11,,マジェスティックウォリアー
中2,芝,1600,1, プレママドンナ,(美),手塚貴徳,丸山元気,6,,5,2,26,6,53,4,70,7,129,6,,サートゥルナーリア
中3,ダ,1200,4, フレンチブラッサム,(美),柄崎将寿,小林美駒,6,,3,3,39,9,38,10,121,1,216,5,,ホッコータルマエ
中7,ダ,1800,2, プロミスライン,(美),森一誠,石神深道,4,,5,2,41,6,48,6,117,3,206,7,,キズナ
阪4,芝,1800,16, ペガサスジルシ,(栗),新谷功一,西村淳也,5,,4,2,57,2,44,7,116,2,209,6,,ブリックスアンドモルタル
中8,芝,2500,4, ペネトレイトゴー,(美),戸田博文,杉原誠人,5,,3,2,44,7,41,9,114,4,181,8,,ゴールドシップ
阪6,ダ,1800,2, ベルウッドワタル,(栗),杉山晴紀,坂井瑠星,5,,2,4,26,6,28,5,61,2,142,5,,ルヴァンスレーヴ
阪5,芝,1600,8, ベルセルク,(栗),森田直行,幸英明,9,,4,1,23,9,20,9,72,1,146,4,,タワーオブロンドン
中8,芝,2500,13, ベルトラッキ,(美),加藤士津,石神深道,3,,2,4,49,5,60,4,121,2,241,1,,デクラレーションオブウォー
中4,芝,2000,18, ベルバード,(美),武井亮,川須栄彦,16,,1,17,16,12,26,15,84,13,116,14,,スワーヴリチャード
中9,芝,1600,3, ベルビースタローン,(美),戸田博文,小林美駒,10,,1,13,10,14,15,14,41,13,43,13,,ストロングリターン
阪3,ダ,1800,5, ベルメサージュ,(栗),大根田裕,和田陽希,6,,1,7,21,7,39,7,75,4,193,2,,マジェスティックウォリアー
阪10,ダ,1800,2, ペンナヴェローチェ,(栗),須貝尚介,川田将雅,2,,2,4,33,10,58,4,100,3,162,3,,キズナ
中9,芝,1600,1, ホウオウシンデレラ,(美),奥村武,丸田恭介,4,,7,1,25,9,50,5,128,1,191,1,,エピファネイア
中8,芝,2500,10, ホウライブラック,(美),鈴木慎太,菅原隆一,14,,1,12,12,12,17,12,80,12,131,11,,キタサンブラック
阪6,ダ,1800,1, ボーオーブ,(栗),安田翔伍,ルメール,3,,3,3,39,2,38,3,42,7,142,5,,キズナ
中11,ダ,1200,14,$ポールセン,(美),斎藤誠,斎藤新,6,,7,1,47,4,33,11,112,3,166,7,,"Into Mischief"
中12,ダ,1800,6, ボールドタワー,(美),鈴木慎太,横山琉人,14,,2,6,18,10,26,13,82,11,131,9,,タワーオブロンドン
阪3,ダ,1800,7, ホットロッドハート,(栗),前川恭子,吉村誠之,1,,2,4,31,4,65,1,76,3,173,3,,ホットロッドチャーリー
阪4,芝,1800,12, ポニーテール,(栗),中内田充,中井裕二,15,,4,2,19,9,12,18,8,18,26,18,,コントレイル
中12,ダ,1800,11, ホノボノ,(美),尾形和幸,小林美駒,7,,1,15,8,15,13,15,92,10,112,13,,ダノンプレミアム
阪1,ダ,2970,2, ホルトバージ,(栗),柴田卓,小牧加矢,3,,2,2,30,3,56,1,109,1,135,6,,キンシャサノキセキ
阪10,ダ,1800,12, ポルポラジール,(栗),新谷功一,田山旺佑,11,,2,4,20,14,22,12,104,2,141,5,,シニスターミニスター
中3,ダ,1200,16, ポンテヴェッキオ,(美),栗田徹,菊沢一樹,13,,1,15,9,15,41,7,87,10,59,14,,フィレンツェファイア
中8,芝,2500,11, マーゴットドライ,(美),伊坂重信,木幡巧也,8,,2,4,51,4,59,5,97,9,216,5,,スワーヴリチャード
中2,芝,1600,6, マーズワース,(美),小手川準,石橋脩,5,,5,2,38,3,64,1,128,1,233,1,,アドマイヤマーズ
中8,芝,2500,8, マイネルアウルム,(美),伊藤伸一,三浦皇成,2,,2,4,58,3,61,3,103,7,220,2,,ゴールドシップ
中7,ダ,1800,6, マイネルトレマーズ,(美),手塚貴久,嶋田純次,11,,2,5,42,5,47,7,124,1,253,1,,ベンバトル
中10,芝,2000,4, マイネルフーガ,(美),鈴木慎太,丹内祐次,6,,3,3,43,6,44,5,87,7,126,9,,ダノンバラード
中10,芝,2000,2, マイネルブリックス,(美),黒岩陽一,菊沢一樹,7,,4,2,20,11,38,8,135,1,209,1,,ブリックスアンドモルタル
阪7,ダ,1400,6, マイベスティー,(栗),高橋亮,松若風馬,15,,1,14,16,12,33,11,79,13,187,8,,イスラボニータ
阪8,芝,1800,1, マイリトルヒーロー,(栗),高橋康之,幸英明,6,,3,4,35,6,63,3,77,10,173,5,,イスラボニータ
中1,ダ,1800,10, マジックファイト,(美),和田雄二,柴田大知,12,,2,4,20,9,22,12,39,12,53,12,,タニノフランケル
阪2,芝,2000,7, マスリュウオー,(栗),加藤公太,西村淳也,5,,6,1,56,2,68,2,90,2,193,2,,エフフォーリア
阪11,芝,2000,9, マテンロウゲイル,(栗),野中賢二,横山和生,1,,2,11,33,9,66,3,100,6,182,5,,エピファネイア
阪11,芝,2000,16, マテンロウスカイ,(栗),松永幹夫,横山典弘,15,,2,11,18,15,32,12,88,7,126,8,,モーリス
阪10,ダ,1800,7, マテンロウブレイブ,(栗),高橋亮,横山典弘,1,,2,4,39,7,68,2,66,12,133,8,,ナダル
阪11,芝,2000,11, マリアイリダータ,(美),田中博康,坂井瑠星,2,,2,11,38,6,70,2,62,15,78,13,,ドゥラメンテ
中9,芝,1600,6, マルカオペラ,(栗),浜田多実,斎藤新,7,,2,5,24,10,29,10,60,10,100,9,,ハービンジャー
中9,芝,1600,8, ミーントゥビー,(美),堀内岳志,松岡正海,9,,2,5,32,8,62,1,66,7,124,6,,リアルインパクト
中3,ダ,1200,1, ミクロスギガース,(美),西田雄一,杉原誠人,12,,2,6,15,12,44,6,100,7,165,8,,シルバーステート
中6,ダ,1200,6, ミコウェイ,(美),鈴木伸尋,小林美駒,10,,1,10,18,10,18,11,35,11,107,10,,キャプテンキング
阪11,芝,2000,14, ミッキーゴールド,(栗),池江泰寿,西村淳也,11,,6,2,47,2,60,5,82,9,102,10,,リアルスティール
中3,ダ,1200,15, ミッキーサウザンド,(美),古賀大生,横山武史,2,,4,2,66,1,46,4,89,9,157,9,,ミッキーアイル
中4,芝,2000,2, ミナヅキ,(美),清水英克,石橋脩,1,,2,8,65,1,50,4,121,3,227,2,,ガルボ
阪12,ダ,1200,11, ミヤラティーニ,(栗),東田明士,松若風馬,10,,2,9,37,8,47,9,107,4,156,6,,ルヴァンスレーヴ
中9,芝,1600,11, ミラーダカリエンテ,(美),相沢郁,丹内祐次,12,,4,2,20,11,42,6,101,3,153,3,,スクリーンヒーロー
阪6,ダ,1800,6, ミンコフスキー,(栗),前川恭子,高杉吏麒,7,,2,4,20,8,26,7,41,8,127,8,,ミスチヴィアスアレックス
中11,ダ,1200,6, ムーヴ,(美),池上昌和,横山琉人,7,,4,5,19,13,54,5,136,1,197,2,,ラニ
阪2,芝,2000,6, メイショウジェード,(栗),本田優,太宰啓介,3,,2,4,34,6,62,3,99,1,200,1,,ダノンキングリー
阪1,ダ,2970,1,$メイショウトム,(栗),谷潔,難波剛健,1,,2,2,59,1,30,4,62,6,126,8,,"Palace Malice"
阪7,ダ,1400,3, メイショウヒタカミ,(栗),石橋守,太宰啓介,13,,2,5,15,13,38,10,59,15,137,11,,フィエールマン
阪4,芝,1800,10, メイショウプレマ,(栗),石橋守,太宰啓介,10,,2,4,23,7,50,6,114,4,236,4,,リオンディーズ
中5,芝,1600,7, メイプルルビー,(栗),清水久詞,横山琉人,4,,3,4,29,4,32,4,59,3,181,1,,エフフォーリア
中2,芝,1600,4, モーモーゼロ,(美),石栗龍彦,石神深道,7,,2,5,20,9,38,10,114,2,208,2,,サトノクラウン
中4,芝,2000,5, モントーヤ,(美),浅利英明,斎藤新,14,,3,5,12,15,43,9,81,14,94,16,,インディチャンプ
中11,ダ,1200,4, モンドプリューム,(美),水野貴広,田辺裕信,8,,2,8,29,10,34,10,135,2,172,6,,サトノダイヤモンド
中8,芝,2500,5, ヤマニンヘルシェ,(美),辻哲英,大野拓弥,4,,2,4,59,2,63,2,105,6,207,7,,レッドファルクス
中4,芝,2000,8, ヤマニンリンキング,(美),辻哲英,大野拓弥,7,,2,8,35,6,52,3,91,11,208,4,,ディーマジェスティ
中12,ダ,1800,12, ユアフェリシティ,(美),千葉直人,原田和真,1,,3,1,59,1,50,4,157,1,248,1,,ルヴァンスレーヴ
中7,ダ,1800,8, ユイノサダハル,(美),古賀慎明,江田照男,9,,3,3,25,9,52,5,122,2,253,1,,キセキ
阪7,ダ,1400,13, ユウトザイシン,(栗),千田輝彦,藤懸貴志,2,,2,5,23,9,56,4,121,2,245,4,,リアルインパクト
中11,ダ,1200,15, ユキマル,(美),尾形和幸,丹内祐次,2,,2,8,35,8,56,4,75,11,152,8,,グレーターロンドン
中12,ダ,1800,14, ヨドノタイヨウ,(美),室井潔,三浦皇成,2,,2,6,59,1,66,1,98,8,174,5,,ミッキーロケット
中2,芝,1600,9, ヨドノプレミアム,(美),菊川正達,吉田豊,2,,3,4,60,1,53,4,69,8,129,6,,ダノンプレミアム
阪9,芝,1400,2, ライラ,(栗),吉岡辰弥,松山弘平,2,,5,1,59,1,57,4,114,1,184,1,,キタサンブラック
中5,芝,1600,6, ラインディアーナ,(美),武藤善則,武藤雅,7,,5,1,26,6,21,7,59,3,144,5,,アルアイン
阪4,芝,1800,5,$ラッキーストーン,(栗),高柳大輔,田口貫太,12,,2,4,18,11,27,14,101,8,152,10,,"Lucky Vega"
阪4,芝,1800,1, ランスオブラヴ,(栗),奥村豊,柴田裕一,8,,1,11,14,12,42,9,63,17,102,16,,サトノダイヤモンド
阪9,芝,1400,3, リアライズ,(栗),石橋守,角田大和,11,,3,2,20,12,26,10,73,5,108,9,,シルバーステート
中5,芝,1600,2, リオンパリス,(美),清水英克,木幡巧也,10,,3,4,21,7,22,6,66,2,156,2,,リオンディーズ
阪5,芝,1600,9, ルーメンルーナエ,(栗),中内田充,川田将雅,1,,4,1,41,1,40,1,50,7,129,9,,エピファネイア
中10,芝,2000,3, ルールーリマ,(美),大竹正博,津村明秀,1,,5,1,60,3,67,1,73,9,158,5,,キズナ
阪10,ダ,1800,15, ルクスフレンジー,(栗),松永幹夫,酒井学,4,,2,4,51,2,56,7,73,8,136,7,,モーリス
中9,芝,1600,10, ルナルーチェット,(美),松尾卓哉,ミシェル,3,,2,5,49,4,34,7,108,2,169,2,,ブリックスアンドモルタル
阪5,芝,1600,7, ルパドゥクール,(栗),上村洋行,岩田望来,3,,4,1,37,2,38,2,42,10,142,7,,モーリス
阪4,芝,1800,14, レイアン,(栗),笹田和秀,西塚洸二,17,,1,11,12,15,51,5,75,13,145,12,,サートゥルナーリア
中9,芝,1600,7, レイユール,(美),手塚貴久,長浜鴻緒,8,,2,5,33,7,34,7,61,9,107,8,,キズナ
阪10,ダ,1800,10, レヴァンテシチー,(栗),柴田卓,吉村誠之,6,,2,4,49,3,58,4,80,5,141,5,,ルヴァンスレーヴ
中6,ダ,1200,1, レーヴデリオン,(美),上原佑紀,石橋脩,1,,4,3,41,1,34,2,50,6,129,8,,フォーウィールドライブ
阪11,芝,2000,12, レーゼドラマ,(栗),辻野泰之,松若風馬,13,,3,5,35,8,19,16,65,13,92,12,,キズナ
中7,ダ,1800,13, レッドジェルブロワ,(美),鹿戸雄一,長浜鴻緒,8,,7,1,10,16,32,15,93,7,185,8,,エピファネイア
中12,ダ,1800,9, ロードフロリゼル,(美),稲垣幸雄,丹内祐次,11,,2,6,50,3,40,8,81,12,142,8,,リオンディーズ
中11,ダ,1200,16, ロードフロンティア,(栗),松下武士,川須栄彦,9,,4,5,39,6,62,2,87,7,186,3,,ロードカナロア
阪7,ダ,1400,14, ローレルアイビー,(栗),杉山佳明,川又賢治,10,,1,14,13,14,14,15,106,4,118,13,,ドレフォン
中9,芝,1600,2, ロケベンドラ,(栗),西園翔太,津村明秀,2,Ｎ,4,2,55,3,56,3,81,5,139,5,,イスラボニータ
阪9,芝,1400,12, ロンドボス,(栗),藤原英昭,幸英明,3,,2,5,57,2,65,2,82,3,145,4,,モーリス
中6,ダ,1200,9, ロンドンコーリング,(美),牧光二,木幡巧也,9,,2,7,22,7,23,7,51,5,134,7,,エスポワールシチー
阪9,芝,1400,8, ワンコールアウェイ,(栗),杉山晴紀,松若風馬,6,,2,5,25,10,42,9,71,8,88,11,,サートゥルナーリア
中7,ダ,1800,5, ワンダーバリエンス,(美),畠山吉宏,柴田大知,16,,1,14,14,12,28,16,68,15,115,14,,フィレンツェファイア
中5,芝,1600,9, ワンモアタイム,(美),鹿戸雄一,三浦皇成,3,,4,3,38,2,34,3,35,10,141,7,,エピファネイア
