場所,年月日,所属,曜日,馬名,Ｃ,性別,年齢,調教師,Time1,Time2,Time3,Time4,Lap4,Lap3,Lap2,Lap1,馬番/仮番(出馬表モード時のみ)
栗東,20260812,栗東,水,ベルサ,,牝,4,鈴木孝志,54.6,39.4,25.5,12.7,15.2,13.9,12.8,12.7,
栗東,20260819,栗東,水,ベルサ,,牝,4,鈴木孝志,53.6,38.7,25.3,12.7,14.9,13.4,12.6,12.7,
栗東,20260819,栗東,水,ベルシュヴァル,,牝,3,中村直也,53.4,38.6,24.7,12.3,14.8,13.9,12.4,12.3,
美浦,20260819,美浦,水,ベルゼビュート,,牡,3,高木登,54.0,39.6,25.6,12.5,14.4,14.0,13.1,12.5,
栗東,20260814,栗東,金,ベルピルエット,,牝,4,小崎憲,52.8,38.4,25.1,12.9,14.4,13.3,12.2,12.9,
栗東,20260820,栗東,木,ベルピルエット,,牝,4,小崎憲,54.2,39.5,25.7,12.8,14.7,13.8,12.9,12.8,
栗東,20260812,栗東,水,ホウオウドルーリー,,牝,5,宮徹,53.8,39.4,25.8,12.7,14.4,13.6,13.1,12.7,
栗東,20260816,栗東,日,ホウオウドルーリー,,牝,5,宮徹,55.7,40.1,25.8,12.7,15.6,14.3,13.1,12.7,
栗東,20260819,栗東,水,ホウオウドルーリー,,牝,5,宮徹,51.4,37.1,24.4,12.4,14.3,12.7,12.0,12.4,
美浦,20260819,美浦,水,ホウオウルクソール,,牡,3,栗田徹,53.4,39.4,25.8,12.5,14.0,13.6,13.3,12.5,
栗東,20260812,栗東,水,ボクサークラブ,,牡,3,杉山佳明,54.5,39.3,25.7,13.1,15.2,13.6,12.6,13.1,
栗東,20260819,栗東,水,ボクサークラブ,,牡,3,杉山佳明,56.3,40.2,25.7,12.7,16.1,14.5,13.0,12.7,
栗東,20260812,栗東,水,ポッドハンター,,牡,2,前川恭子,53.1,38.5,24.8,12.2,14.6,13.7,12.6,12.2,
栗東,20260819,栗東,水,ポッドハンター,,牡,2,前川恭子,54.1,39.2,25.2,12.5,14.9,14.0,12.7,12.5,
美浦,20260816,美浦,日,ポップグルーヴ,,牝,4,小手川準,55.1,40.6,26.0,12.4,14.5,14.6,13.6,12.4,
美浦,20260812,美浦,水,マーシヴィガラス,,牡,6,的場均,52.6,38.6,25.6,13.0,14.0,13.0,12.6,13.0,
美浦,20260816,美浦,日,マーシヴィガラス,,牡,6,的場均,55.1,40.0,25.7,12.2,15.1,14.3,13.5,12.2,
美浦,20260816,美浦,日,マオノクラッシュ,,牝,4,黒岩陽一,55.5,39.9,25.7,12.4,15.6,14.2,13.3,12.4,
美浦,20260819,美浦,水,マオノクラッシュ,,牝,4,黒岩陽一,53.8,39.2,25.7,12.8,14.6,13.5,12.9,12.8,
栗東,20260819,栗東,水,マクアケ,,牡,3,杉山佳明,56.5,40.6,26.2,13.2,15.9,14.4,13.0,13.2,
栗東,20260816,栗東,日,マリアナトレンチ,,牡,6,東田明士,57.2,41.6,27.4,13.3,15.6,14.2,14.1,13.3,
栗東,20260819,栗東,水,マリアナトレンチ,,牡,6,東田明士,52.9,38.5,25.1,12.5,14.4,13.4,12.6,12.5,
栗東,20260812,栗東,水,マリオロード,,牡,7,安達昭夫,54.2,39.6,26.0,13.0,14.6,13.6,13.0,13.0,
栗東,20260820,栗東,木,マリオロード,,牡,7,安達昭夫,55.1,39.9,26.2,12.7,15.2,13.7,13.5,12.7,
栗東,20260816,栗東,日,マンナット,Ｓ,牡,2,斉藤崇史,59.3,40.9,25.3,12.1,18.4,15.6,13.2,12.1,
美浦,20260816,美浦,日,マンマリアーレ,,牝,6,高木登,56.4,41.6,26.7,12.5,14.8,14.9,14.2,12.5,
美浦,20260819,美浦,水,マンマリアーレ,,牝,6,高木登,54.0,39.2,25.5,12.3,14.8,13.7,13.2,12.3,
美浦,20260816,美浦,日,ミーントゥビー,,牝,4,堀内岳志,55.4,40.3,25.6,12.3,15.1,14.7,13.3,12.3,
美浦,20260819,美浦,水,ミーントゥビー,,牝,4,堀内岳志,56.6,40.5,25.9,12.6,16.1,14.6,13.3,12.6,
栗東,20260819,栗東,水,ミッキークレスト,,牡,5,大久保龍,53.3,39.0,25.6,12.7,14.3,13.4,12.9,12.7,
美浦,20260819,美浦,水,ミッキーサウザンド,,牡,3,古賀大生,54.8,39.6,25.7,12.4,15.2,13.9,13.3,12.4,
栗東,20260816,栗東,日,ミッキースターダム,,セ,5,前川恭子,57.9,41.8,27.2,14.0,16.1,14.6,13.2,14.0,
栗東,20260812,栗東,水,メイクワンズデイ,,牡,3,宮地貴稔,54.3,39.6,25.5,12.3,14.7,14.1,13.2,12.3,
栗東,20260819,栗東,水,メイクワンズデイ,,牡,3,宮地貴稔,53.2,38.8,25.3,12.5,14.4,13.5,12.8,12.5,
栗東,20260820,栗東,木,メイショウイッカク,,牡,3,池添学,56.0,40.5,26.5,13.0,15.5,14.0,13.5,13.0,
栗東,20260819,栗東,水,メイショウゴッホ,,牡,3,飯田祐史,56.9,40.6,26.3,13.4,16.3,14.3,12.9,13.4,
栗東,20260819,栗東,水,メイショウコハル,,牝,3,四位洋文,52.2,37.7,24.7,12.4,14.5,13.0,12.3,12.4,
美浦,20260816,美浦,日,メイショウソラル,,牡,3,和田勇介,56.3,41.3,26.5,12.6,15.0,14.8,13.9,12.6,
美浦,20260819,美浦,水,メイショウソラル,,牡,3,和田勇介,54.9,40.2,26.0,12.8,14.7,14.2,13.2,12.8,
栗東,20260819,栗東,水,メイショウナナシロ,,牡,3,石橋守,55.6,39.9,26.4,13.0,15.7,13.5,13.4,13.0,
美浦,20260819,美浦,水,メビウスロマンス,,牝,3,矢嶋大樹,54.7,39.8,26.2,12.8,14.9,13.6,13.4,12.8,
栗東,20260813,栗東,木,モモンウールー,,牝,5,池添学,56.4,40.6,26.3,13.0,15.8,14.3,13.3,13.0,
美浦,20260819,美浦,水,モルゲンゾンネ,,セ,4,矢嶋大樹,56.5,40.5,25.7,12.5,16.0,14.8,13.2,12.5,
栗東,20260816,栗東,日,ヤマニンコルザ,,牝,3,長谷川浩,57.9,41.1,26.7,13.4,16.8,14.4,13.3,13.4,
栗東,20260819,栗東,水,ヤマニンコルザ,,牝,3,長谷川浩,54.7,39.8,26.0,12.8,14.9,13.8,13.2,12.8,
美浦,20260819,美浦,水,ユイハホンキダゼ,,牡,3,尾関知人,56.3,40.2,25.9,12.8,16.1,14.3,13.1,12.8,
美浦,20260812,美浦,水,ユキノエミリオ,,牡,4,竹内正洋,53.3,38.7,25.1,12.6,14.6,13.6,12.5,12.6,
美浦,20260819,美浦,水,ユキノエミリオ,,牡,4,竹内正洋,53.6,37.7,24.5,12.4,15.9,13.2,12.1,12.4,
栗東,20260819,栗東,水,ラインエレガント,,牝,2,牧田和弥,55.4,40.3,26.0,12.9,15.1,14.3,13.1,12.9,
栗東,20260812,栗東,水,ラインオブソウル,,牡,7,東田明士,52.2,38.5,25.3,12.7,13.7,13.2,12.6,12.7,
栗東,20260816,栗東,日,ラインオブソウル,,牡,7,東田明士,56.1,40.5,25.8,12.7,15.6,14.7,13.1,12.7,
栗東,20260819,栗東,水,ラインオブソウル,,牡,7,東田明士,54.1,39.5,25.8,13.0,14.6,13.7,12.8,13.0,
栗東,20260815,栗東,土,ラヴィニール,,牝,3,武英智,52.6,37.7,24.6,12.7,14.9,13.1,11.9,12.7,
栗東,20260819,栗東,水,ラヴィニール,,牝,3,武英智,54.3,39.1,25.5,12.9,15.2,13.6,12.6,12.9,
栗東,20260813,栗東,木,ラッキーラグーン,,牡,3,高柳大輔,54.3,39.2,25.9,12.9,15.1,13.3,13.0,12.9,
栗東,20260816,栗東,日,ラッキーラグーン,,牡,3,高柳大輔,57.9,42.8,27.4,12.9,15.1,15.4,14.5,12.9,
栗東,20260819,栗東,水,ラッキーラグーン,,牡,3,高柳大輔,52.9,39.3,25.8,12.8,13.6,13.5,13.0,12.8,
栗東,20260816,栗東,日,リアライズブラーヴ,,牡,3,杉山晴紀,56.4,40.7,26.1,12.8,15.7,14.6,13.3,12.8,
栗東,20260819,栗東,水,リアライズブラーヴ,,牡,3,杉山晴紀,55.5,39.7,25.4,12.5,15.8,14.3,12.9,12.5,
栗東,20260816,栗東,日,リヴァイアサン,,牡,2,四位洋文,58.3,41.7,26.7,12.8,16.6,15.0,13.9,12.8,
栗東,20260812,栗東,水,リカントロポ,,牡,4,梅田智之,54.2,38.5,24.9,12.6,15.7,13.6,12.3,12.6,
栗東,20260816,栗東,日,リカントロポ,,牡,4,梅田智之,56.5,40.4,26.3,13.2,16.1,14.1,13.1,13.2,
栗東,20260820,栗東,木,リカントロポ,,牡,4,梅田智之,54.9,39.2,25.4,12.6,15.7,13.8,12.8,12.6,
栗東,20260816,栗東,日,リチュアル,,セ,7,千田輝彦,55.7,40.6,26.3,12.9,15.1,14.3,13.4,12.9,
栗東,20260812,栗東,水,リトムテール,,牝,4,渡辺薫彦,55.0,39.6,26.1,12.8,15.4,13.5,13.3,12.8,
栗東,20260816,栗東,日,リトムテール,,牝,4,渡辺薫彦,57.6,42.2,27.4,13.4,15.4,14.8,14.0,13.4,
栗東,20260820,栗東,木,リトムテール,,牝,4,渡辺薫彦,56.4,40.6,25.8,12.7,15.8,14.8,13.1,12.7,
美浦,20260816,美浦,日,リバートゥルー,Ｃ,牝,6,久保田貴,56.0,41.4,26.7,12.7,14.6,14.7,14.0,12.7,
栗東,20260812,栗東,水,リピ,,牝,3,西園翔太,52.0,38.0,24.7,12.6,14.0,13.3,12.1,12.6,
栗東,20260819,栗東,水,リピ,,牝,3,西園翔太,53.6,39.0,24.9,12.4,14.6,14.1,12.5,12.4,
栗東,20260812,栗東,水,リラエンブレム,,牡,4,武幸四郎,53.1,38.7,25.5,12.7,14.4,13.2,12.8,12.7,
美浦,20260819,美浦,水,ルーリングクラス,,牡,3,森一誠,54.1,39.2,24.9,12.2,14.9,14.3,12.7,12.2,
美浦,20260814,美浦,金,ルクスコロン,,牝,4,堀内岳志,56.1,39.7,25.4,12.2,16.4,14.3,13.2,12.2,
栗東,20260815,栗東,土,ルクスノア,,牝,5,平田修,52.4,37.5,25.1,13.2,14.9,12.4,11.9,13.2,
栗東,20260820,栗東,木,ルクスノア,,牝,5,平田修,51.8,37.3,24.7,13.0,14.5,12.6,11.7,13.0,
栗東,20260812,栗東,水,ルクスビッグスター,,牡,6,清水久詞,52.9,37.8,24.3,12.2,15.1,13.5,12.1,12.2,
栗東,20260815,栗東,土,ルクスビッグスター,,牡,6,清水久詞,52.4,37.2,24.0,12.1,15.2,13.2,11.9,12.1,
栗東,20260819,栗東,水,ルクスビッグスター,,牡,6,清水久詞,55.5,39.6,25.7,12.5,15.9,13.9,13.2,12.5,
美浦,20260819,美浦,水,レイククレセント,,牝,5,大竹正博,53.1,38.1,24.2,11.9,15.0,13.9,12.3,11.9,
美浦,20260816,美浦,日,レオリアライズ,,牝,2,牧光二,55.6,40.3,25.9,12.7,15.3,14.4,13.2,12.7,
栗東,20260819,栗東,水,レッドプロフェシー,,牡,6,大久保龍,54.3,39.6,25.9,12.6,14.7,13.7,13.3,12.6,
栗東,20260812,栗東,水,レットミーゴー,,牝,2,西村真幸,54.8,40.1,26.1,13.1,14.7,14.0,13.0,13.1,
栗東,20260812,栗東,水,ロードファイター,,牡,3,東田明士,57.6,41.8,27.1,13.4,15.8,14.7,13.7,13.4,
栗東,20260819,栗東,水,ロードファイター,,牡,3,東田明士,53.1,38.7,25.2,12.6,14.4,13.5,12.6,12.6,
栗東,20260812,栗東,水,ロードフリューゲル,,牡,3,上村洋行,54.7,39.4,25.3,12.5,15.3,14.1,12.8,12.5,
栗東,20260819,栗東,水,ロードフリューゲル,,牡,3,上村洋行,55.4,40.5,26.3,12.8,14.9,14.2,13.5,12.8,
栗東,20260816,栗東,日,ロードプレジール,,牡,8,佐藤悠太,55.4,39.8,25.6,12.6,15.6,14.2,13.0,12.6,
栗東,20260819,栗東,水,ロードプレジール,,牡,8,佐藤悠太,55.2,39.7,25.4,12.5,15.5,14.3,12.9,12.5,
美浦,20260816,美浦,日,ロジグローリー,Ｃ,牡,2,牧光二,55.5,40.0,25.8,12.8,15.5,14.2,13.0,12.8,
美浦,20260816,美浦,日,ロフティストーリー,Ｃ,牝,4,久保田貴,56.9,41.8,27.0,12.8,15.1,14.8,14.2,12.8,
栗東,20260819,栗東,水,ロンティケチャップ,,牡,4,牧田和弥,54.0,38.9,25.2,12.6,15.1,13.7,12.6,12.6,
栗東,20260812,栗東,水,ワンモアスマイル,,セ,4,藤岡健一,54.1,39.2,25.6,13.0,14.9,13.6,12.6,13.0,
